title,cast,return
Ingrid,Elena Serrano,0
Annie Claus is Coming to Town,Maria Thayer,0
Christmas Magic,Kiara Glasco,0
The Cat Came Back,Richard Condie,0
Archie's Final Project,Gabriel Sunday,0
Microphone,Khaled Abol Naga,0
The Legend of Bigfoot,Ivan Marx,0
Deck the Halls,Scottie Thompson,0
Dig Your Grave Friend... Sabata's Coming,Richard Harrison,0
"Good Luck Charlie, It's Christmas!",Bridgit Mendler,0
The Independent,Jerry Stiller,0
The Baytown Outlaws,Clayne Crawford,0.0
Love Begins,Wes Brown,0
Computer Beach Party,Stacey Nemour,0
Hindsight,Song Kang-ho,0
Short Eyes,Bruce Davison,0
Mad Foxes,José Gras,0
"Guru, The Mad Monk",Neil Flanagan,0
The Guy From Harlem,Loye Hawkins,0
Kill Squad,Jean Glaudé,0
Julie Darling,Isabelle Mejias,0.0
Mad Doctor of Blood Island,John Ashley,0
Silenced,Gong Yoo,14.318181818181818
Animal Farm,Kelsey Grammer,0.0
Virgin Report,Eva Garden,0
Many Rivers to Cross,Robert Taylor,0
Vidal Sassoon: The Movie,Irina Khokhlova,0
Bloodlock,Ashley Gallo,0.0
What?,Marcello Mastroianni,0
Foreign Parts,,0
Aurora,Cristi Puiu,0
Blackrock,Simon Lyndon,0
The Parade,Nikola Kojo,0.0
One Night in A City,,0
Watermarks,Hanni Lux,0
Teknolust,Tilda Swinton,0
Women in Cell Block 7,Anita Strindberg,0
So Much So Fast,,0
Everything's Gonna Be Great,Cem Yılmaz,0
King Uncle,Jackie Shroff,0
The Foster Boy,Katja Riemann,0
Cannonball Wedlock,Yuriko Yoshitaka,0
Garbo: The Spy,Rupert Allason,0
One Lucky Elephant,,0
Make Believe,,0
45365,,0
Vincent: A Life in Color,,0
Must Read After My Death,,0
Austin Powers: International Man of Mystery,Mike Myers,4.102059939393939
Stille Nacht,Josefien Hendriks,0
The Scarlet Flower,Mariya Babanova,0
At Ellen’s Age,Jeanne Balibar,0
Better This World,Scott Crow,0
Cinema Komunisto,Stevan Petrovic,0
The Colors of the Mountain,Hernán Mauricio Ocampo,0
The Dish & the Spoon,Greta Gerwig,0
Hospitalité,Kenji Yamauchi ,0
Jean Gentil,Jean Remy Genty,0
Letters from the Big Man,Lily Rabe,0
Marathon Boy,,0
Pink Saris,Renu Devi,0
The Strange Type,Adriano Celentano,0
The Redemption of General Butt Naked,,0
The Selling,Gabriel Diani,0
Sing Sing,Adriano Celentano,0
Jock of the Bushveld,Bryan Adams,0
Passionate,Ornella Muti,0
The Bear,Șerban Pavlu,0.0
Madonna of the Seven Moons,Phyllis Calvert,0
The Gruffalo's Child,Helena Bonham Carter,0
Lloyd's of London,Freddie Bartholomew,0
Suing The Devil,Malcolm McDowell,0.0
Bhowani Junction,Ava Gardner,0
Austin Powers: The Spy Who Shagged Me,Mike Myers,9.422426848484848
The Wool Cap,William H. Macy,0
Romeos,Rick Okon,0
The Wise Kids,Molly Kunz,0
My Grandfather's People,Çetin Tekindor,0
We Were Here,Ed Wolf,0
Gangster Story,Walter Matthau,0.0
Laughter in Paradise,Alastair Sim,0
Casanova Brown,Gary Cooper,0
Ditto,Kim Ha-neul,0
How Beer Saved the World,,0
The Concorde Affair,James Franciscus,0
The Audience,Enzo Jannacci,0
A golpes,Natalia Verbeke,0
Kurukshetra,,0
Children of the Secret State,,0
The Future Is Woman,Hanna Schygulla,0
Vibrator,Shinobu Terajima,0
Lockout,Guy Pearce,1.6102015
Austin Powers in Goldmember,Mike Myers,4.7088163650793655
Just Between Friends,Mary Tyler Moore,0
My Summer Story,Charles Grodin,0
Bulldog Drummond,Ronald Colman,0.0
The Rocky Saga: Going the Distance,Sylvester Stallone,0
The Boom,Alberto Sordi,0
To Rome with Love,Woody Allen,4.308522411764706
Let Him Be,,0
The Dawn Patrol,Richard Barthelmess,0
Space Adventure Cobra,,0
Alps,Aris Servetalis,0
Breakaway,Vinay Virmani,0
Flying Swords of Dragon Gate,Jet Li,0.0
The Dolls,Gina Lollobrigida,0
Forbidden,Douglass Montgomery,0
Murder by Phone,Richard Chamberlain,0
Getting It On,Martin Yost,0
MacGyver: Lost Treasure of Atlantis,Richard Dean Anderson,0
Trek Nation,Eugene Roddenberry Jr,0
Sleepers,Robert De Niro,3.76398375
Scooby-Doo! Music of the Vampire,Frank Welker,0
Napoleon Dynamite,Jon Heder,115.2952425
Dynamite Brothers,Timothy Brown,0
A Guide To Recognizing Your Saints,Shia LaBeouf,0
An Unforgettable Summer,Kristin Scott Thomas,0
Ronin,Robert De Niro,0.7565615272727273
Midnight in the Garden of Good and Evil,John Cusack,0.717293
The Hunters,Steven Waddington,0
Alone in the Wilderness Part II,Dick Proenneke,0
The Quiet American,Michael Caine,0.9224708
Girl with Hyacinths,Eva Henning,0
Dreamland,Agnes Bruckner,0
Bandit's Silver Angel,Brian Bloom,0
Miami Vice,Jamie Foxx,1.2132926592592592
JFK,Kevin Costner,5.13513745
Æon Flux,Charlize Theron,0.8436129193548387
The Carpenter,Wings Hauser,0
Crows,Karolina Ostrozna,0
Black Out,Raymond Thiry,0
Itinéraire bis,Fred Testot,0
The Bohemian Girl,Stan Laurel,0
The Spiderwick Chronicles,Freddie Highmore,1.8093296333333333
Most,Vladimír Javorský,0
The Count of Monte Cristo,Jean Marais,0
"Oh, Serafina!",Dalila Di Lazzaro,0
Bella Mafia,Vanessa Redgrave,0
Sons of Perdition,,0
The Man Who Knew Too Much,Leslie Banks,0
Rimini Rimini,Jerry Calà,0
"Rimini, Rimini: A Year Later",Renzo Montagnani,0
Zvenigora,Nikolai Nademsky,0
1. Mai – Helden bei der Arbeit,Ludwig Trepte,0.0
The Pied Piper,Oldřich Kaiser,0
The Painted Veil,Greta Garbo,1.1826821541710666
With the Lives of Others,Lino Ventura,0
A Holiday Engagement,Bonnie Somerville,0
Judgment at Nuremberg,Spencer Tracy,3.3333333333333335
Flower Girl,Marla Sokoloff,0
Mourning Becomes Electra,Rosalind Russell,0
"Me, You, Them",Regina Casé,1.089897894736842
After Office Hours,Clark Gable,0
Our Folks,Wacław Kowalski,0
A Day in Court,Peppino De Filippo,0
"Goodnight, Ladies and Gentlemen",Marcello Mastroianni,0
Skew,Rob Scattergood,0
Tables Turned on the Gardener,François Clerc,0
Mouna Raagam,Mohan,0
Sometime in August,Marie Bäumer,0
I Want to Marry Ryan Banks,Jason Priestley,0
This Is Not a Movie,Edward Furlong,0
Drifting Clouds,Kati Outinen,0
Haack ...The King of Techno,Bruce Haack,0
Thunder and Mud,Jessica Hahn,0
Die Blindgänger,Ricarda Ramünke,0
Meet the Feebles,Donna Akersten,0.0
Alice,Mia Farrow,0
Torch Singer,Claudette Colbert,0
Hellcats of the Navy,Ronald Reagan,0
Bad Seed,Danielle Darrieux,0
Labyrinth of Passion,Cecilia Roth,0
Flight of the Doves,Ron Moody,0
The Music Room,Chhabi Biswas,0
Dark Habits,Cristina Sánchez Pascual,0
The Girl in the Red Velvet Swing,Ray Milland,0
What Have I Done to Deserve This?,Carmen Maura,0
High Heels,Victoria Abril,0
Kika,Verónica Forqué,0
"Thank You, Jeeves!",Arthur Treacher,0
Love Is News,Tyrone Power,0
8MM,Nicolas Cage,2.415467475
Gumnaam,Nanda,0
Winner Take All,James Cagney,0
Taxi!,James Cagney,0
Las bicicletas son para el verano,Amparo Soler Leal,0
Crazy Horse,Naamah Alva,0
O princezně Jasněnce a létajícím ševci,Michaela Kuklová,0
It,Clara Bow,0
Jin-Roh: The Wolf Brigade,Yoshikatsu Fujiki,0
Hansel and Gretel,Michael Yama,0.0
Wild River,Montgomery Clift,0
Shoot First And Pray You Live,John Doman,0
The Loneliest Planet,Hani Furstenberg,0
Koran by Heart,,0
Goodbye First Love,Lola Créton,0.0
"Acapulco, prima spiaggia... a sinistra",Gigi Sammarchi,0
Paradise girls,,0
Finché c'è guerra c'è speranza,Alberto Sordi,0
Footprints,Florinda Bolkan,0
Love and Larceny,Vittorio Gassman,0
Secret Santa,Jennie Garth,0
Ranma ½: One Flew Over the Kuno's Nest,,0
The Paperboy,Zac Efron,0.10830944
Swiss Miss,Stan Laurel,0.0
My Pet Monster,Sunny Besen Thrasher,0
Safe in Hell,Dorothy Mackaill,0
Moulin Rouge!,Nicole Kidman,3.413589219047619
Can of Worms,Michael Shulman,0
Colossal Youth,Ventura,0
Dawn of the World,Karim Saleh,0
Le Grand Chef,Kim Kang-woo,0
Bloodsuckers from Outer Space,Robert Bradeen,0
Mutum,Thiago da Silva Mariz,0
Forbidden to Forbid,Caio Blat,0
Outlaw Justice,Kris Kristofferson,0
Small Fry,Lori Alan,0
Arabian Adventure,Christopher Lee,0
Kiss The Bride,Amanda Detmer,0
Following Sean,Ralph Arlyck,0
The Stig-Helmer Story,Lasse Åberg,0
Simon & the Oaks,Bill Skarsgård,0
Hamilton: In the Interest of the Nation,Mikael Persbrandt,0.0
Bye Bye Braverman,George Segal,0
Child's Play,James Mason,0
Chop,Will Keenan,0
The Kick,Jo Jae-hyeon,0.0
Jumper,Hayden Christensen,2.6144845411764708
The Art of Getting Along,Alberto Sordi,0
Askari,,0
7th Heaven,Janet Gaynor,0
Countdown,Lee Kyoung-young,0.0
The Bachelor,Alberto Sordi,0
Transit,Diora Baird,0.0
On the Ice,Josiah Patkotak ,0
Gamer,Saïd Taghmaoui,0
Playing by Heart,Gillian Anderson,0.1985039
The Woman in the Fifth,Ethan Hawke,0
House at the End of the Street,Jennifer Lawrence,6.418424782608696
Sinister,Ethan Hawke,25.904146333333333
Hollywood Sex Wars,Mario Diaz,0
Restaurant,Adrien Brody,0
Return,Linda Cardellini,0
Montenegro,Susan Anspach,0
Savages,Blake Lively,1.8436922666666666
Combat Girls,Alina Levshin,0
"Jeff, Who Lives at Home",Jason Segel,0.441758
Damsels in Distress,Greta Gerwig,0
Texasville,Jeff Bridges,0
Toothless,Kirstie Alley,0
Roberto Succo,Stefano Cassetti,0
Sujata,Nutan Behl,0
Indian,Sunny Deol,0
Erotikon,Anders de Wahl,0
Spine Tingler! The William Castle Story,Forrest J. Ackerman,0
21 Hours at Munich,William Holden,0
The Bridge on the River Kwai,William Holden,9.066666666666666
Girl in Progress,Eva Mendes,0.0
Undefeated,O.C. Brown,0
Violet Tendencies,Mindy Cohn,0
T-Rex: Back to the Cretaceous,Peter Horton,0
The Forgiveness of Blood,Refet Abazi,0
16-love,Lindsey Shaw,0
Man On a Mission: Richard Garriott's Road to the Stars,Sergey Brin,0
Won't Back Down,Viola Davis,0
Lawless,Shia LaBeouf,2.064483846153846
Pinprick,Rachael Blake,0
Diana Vreeland: The Eye Has to Travel,Diana Vreeland,0
Dive!,Jeremy Seifert,0
Lunopolis,Dave Potter,0
Welcome to the Sticks,Kad Merad,4.835626
Diary of a Wimpy Kid: Dog Days,Zachary Gordon,3.505098909090909
Warm Bodies,Nicholas Hoult,3.3423046285714286
The Oregonian,Lindsay Pulsipher,0
Flight 7500,Ryan Kwanten,0
Female Agents,Sophie Marceau,0
L'industriale,Pierfrancesco Favino,0
Reality XL,Heiner Lauterbach,0
Five Bloody Graves,Robert Dix,0
The Pope's Toilet,César Troncoso,0
Taken 2,Liam Neeson,8.358695688888888
Everyday Sunshine:  The Story of Fishbone,Norwood Fisher,0
Fun Size,Victoria Justice,0.8155258571428572
Gangster Squad,Josh Brolin,1.7533483833333334
Chasing Mavericks,Gerard Butler,0
Division III: Football's Finest,Andy Dick,0
Jane's Journey,Angelina Jolie,0
The Guilt Trip,Seth Rogen,1.04659315
El Bulli: Cooking in Progress,Ferran Adrià,0
Promise Me This,Marija Petronijević,0
Wreck-It Ralph,John C. Reilly,2.855896296969697
Silver Linings Playbook,Bradley Cooper,9.797081619047619
Les Misérables,Hugh Jackman,7.242783114754098
Hope Springs,Meryl Streep,3.8093683666666665
Ladies vs Ricky Bahl,Ranveer Singh,0
Diabolique,Simone Signoret,0
The Lookout,Joseph Gordon-Levitt,0.335439375
After Earth,Jaden Smith,1.8757163615384616
How to Train Your Dragon 2,Jay Baruchel,4.200848606896551
Mr. Peabody & Sherman,Ty Burrell,1.8821546896551724
The Poll Diaries,Paula Beer,0
Disturbia,Shia LaBeouf,5.8880067
The Watermill Princess,Andrea Černá,0
The Savages,Laura Linney,0
American Wedding,Jason Biggs,4.208167327272728
The Three Musketeers,Douglas Fairbanks,0.0
War,Aleksey Chadov,0
American Pie Presents: Band Camp,Eugene Levy,0.0
Inbred,Jo Hartley,0
Estamos Juntos,Leandra Leal,0
American Pie Presents: The Naked Mile,Christopher McDonald,0
I've Loved You So Long,Kristin Scott Thomas,0
Avalon,Johannes Brost,0
New York in the 50's,,0
¡A volar joven!,Cantinflas,0
American Pie Presents: Beta House,John White,0
El ministro y yo,Cantinflas,0
Our Town,Paul Newman,0
Paris,Juliette Binoche,1.2394736842105263
Pepe,Cantinflas,0
The Day the Earth Stood Still,Michael Rennie,0.0
The Secret of the Grain,Habib Boufares,0
Prova a volare,Riccardo Scamarcio,0
I Always Wanted to Be a Gangster,Anna Mouglalis,0
Unforgivable,André Dussollier,0
The Captive Heart,Michael Redgrave,0
Summer Hours,Juliette Binoche,0
Kahaani,Vidya Balan,13.333333333333334
Taste of Life,Alberto Sordi,0
The Rack,Paul Newman,0
The Limits of Control,Isaach De Bankolé,0
The Spirit,Gabriel Macht,0.6505222833333333
"Tsirk Sgorel, i Klouny Razbezhalis",Nikolai Karachentsov,0
Sweet Deceptions,Catherine Spaak,0
The Unfaithful Wife,Stéphane Audran,0
"God Said, 'Ha!'",Julia Sweeney,0
Fog City Mavericks,George Lucas,0
I Don't Buy Kisses Anymore,Jason Alexander,0
The Gospel of Judas,Peter Coyote,0
A Midsummer Night's Sex Comedy,Woody Allen,0
Tangled Ever After,Mandy Moore,0
Gorky Park,William Hurt,0
Chinatown,Jack Nicholson,5.0
Don't Look Now: We're Being Shot At,Bourvil,0
Poetic Justice,Janet Jackson,1.9654132857142856
Thurgood,Laurence Fishburne,0
The Last Ronin,Koji Yakusho,0
Four Brothers,Mark Wahlberg,2.0527705333333333
In the Family,Sebastian Banes,0
Howards End,Vanessa Redgrave,0
I Am,Marc Ian Barasch,0
Dragonslayer,Josh 'Skreech' Sandoval,0
Madison Avenue,Dana Andrews,0
Crab Trap,Arnobio Salazar Rivas,0
Breathing,Thomas Schubert,0
'Master Harold'... and the Boys,Matthew Broderick,0
Something Wild,Carroll Baker,0
Killer Force,Telly Savalas,0
Valerie,Sterling Hayden,0
Two Weeks in September,Brigitte Bardot,0
Beauty Day,Ralph Zavadil,0
Blood of My Blood,Rafael Morais,0
"Ride Him, Cowboy",John Wayne,0
Paranormal Activity 4,Katie Featherston,28.5635984
Fast & Furious 6,Vin Diesel,4.9292490625
Penumbra,Cristina Brondo,0
Open Water,Blanchard Ryan,420.52272307692306
Forbidden Planet,Walter Pidgeon,1.7105263157894737
Hollywood High,Susanne Severeid,0
Comin' at Ya!,Tony Anthony,0
Bungee Jumping of Their Own,Lee Eun-ju,0
The Happiest Days of Your Life,Alastair Sim,0
Titanic Town,Julie Walters,0
Battle for Brooklyn,,0
Young Girls in Black,Elise Lhomeau,0
Disfigured,Deidra Edwards,0
Blue City,Judd Nelson,0
Crystal Heart,Lee Curreri,0
Saint Seiya: Warriors of the Final Holy Battle,Tōru Furuya,0
Saint Seiya: Evil Goddess Eris,Tōru Furuya,0
Saint Seiya: The Heated Battle of the Gods,Tōru Furuya,0
Two Sisters From Boston,Kathryn Grayson,0
Escape from Fort Bravo,William Holden,0
This Island Earth,Jeff Morrow,0.0
The Boy in Blue,Nicolas Cage,0
Tatsumi,,0.0
I Am a Camera,Julie Harris,0
The Long Hair of Death,Barbara Steele,0
If You Meet Sartana Pray for Your Death,Gianni Garko,0
Light the Fuse... Sartana Is Coming,Gianni Garko,0
The Color Wheel,Carlen Altman,0.0
St. Louis Blues,Nat 'King' Cole,0
"Have a Good Funeral, My Friend... Sartana Will Pay",Gianni Garko,0
"I Am Sartana, Trade Your Guns for a Coffin",George Hilton,0
Doc,Stacy Keach,0
The Countess,Julie Delpy,0.0
Tales of a Golden Geisha,Nobuko Miyamoto,0
A Love Movie,Bel García,0
Wrong,Jack Plotnick,0
Camel Spiders,Brian Krause,0.0
Chapter 27,Jared Leto,0
Treasure Island,Eddie Izzard,0
Tropical Fish,Yi-fan Chen,0
M,Peter Lorre,0
Puss in Boots: The Three Diablos,Antonio Banderas,0
Mahler on the Couch,Johannes Silberschneider,0
In Bruges,Colin Farrell,2.3022522
A Gentle Breeze in the Village,Kaho,0
Fragments of an Alms-Film,,0
The Forsaken Land,Kaushalaya Fernando,0
Rats: Night of Terror,Ottaviano Dell'Acqua,0
The Last Dive,Fabienne Babe,0
Come and Go,João César Monteiro,0
Hovering Over the Water,Laura Morante,0
Trails,Manuela de Freitas,0
Portrait of Jason,Jason Holliday,0
Silvestre,Maria de Medeiros,0
April,Tatyana Chanturia,0
There Once Was a Singing Blackbird,Gela Kandelaki,0
Fast Food Nation,Catalina Sandino Moreno,0
Tiptoes,Gary Oldman,0
Holes,Sigourney Weaver,0.0
"It's Not You, It's Me",Soledad Villamil,0
The Holy Mountain,Alejandro Jodorowsky,0
Año Mariano,Karra Elejalde,0
The Woman in the Septic Tank,Eugene Domingo,0
Step Up 2: The Streets,Briana Evigan,6.557247826086956
Dennis,Kim Kold,0
Virtual Combat,Don Wilson,0
[REC],Manuela Velasco,20.298666666666666
The Suckling,Frank Rivera,0
The Black Gestapo,Rod Perry,0
Crazy Thunder Road,Tatsuo Yamada,0
Female,Nene Otsuka,0
Umberto D.,Carlo Battisti,0
"If Footmen Tire You, What Will Horses Do?",,0
Antibodies,Wotan Wilke Möhring,0.0
The Taking of Pelham One Two Three,Walter Matthau,0
The Catechism Cataclysm,Steve Little,0
Blutzbrüdaz,Sido,0
The Mosquito Net,Geraldine Chaplin,0
It's Impossible to Learn to Plow by Reading Books,Richard Linklater,0.0
The True Story of Jesse James,Robert Wagner,0
The Naked Man,Michael Rapaport,0
North West Mounted Police,Gary Cooper,0
McCinsey's Island,Hulk Hogan,0
Offerings,Loretta Leigh Bowman,0
They Live,Roddy Piper,3.252232
Blindness,Julianne Moore,0.79379916
Players,Abhishek Bachchan,0
Dark Horse,Jordan Gelber,0
American Translation,Pierre Perrier,0
From Up on Poppy Hill,Junichi Okada,0
Underworld: Evolution,Kate Beckinsale,2.22681602
Turtles Can Fly,Soran Ebrahim,0
Climate of Change,Tilda Swinton,0
Conception,Pamela Adlon,0
Northeast,Utkarsh Ambudkar,0
Samsara,Shawn Ku,0.0
Blood Freak,Steve Hawkes,0
Body Slam,Dirk Benedict,0
No Man's Land,Branko Đurić,0.0
Evenings on a Farm near Dikanka,Aleksandr Khvylya,0
Altiplano,Jasmin Tabatabai,0
The Foundling,Veronika Lebedeva,0
Girl Model,Ashley Arbaugh,0
No Path Through Fire,Inna Churikova,0
Oblomov,Oleg Tabakov,0
Poto and Cabengo,Jean-Pierre Gorin,0
What Men Still Talk About,Leonid Barats,0
The Mechanic Gavrilov's Beloved Woman,Lyudmila Gurchenko,0
My Big Fat Greek Wedding,Nia Vardalos,73.7488088
Monologue,Mikhail Gluzskiy,0
7 Nights Of Darkness,Thomas Cassell,0
The Debut,Inna Churikova,0
Ultrasuede: In Search of Halston,Patricia Altschul,0
Thunderbolt and Lightfoot,Clint Eastwood,0
Heroes,Eva Santolaria,0
Flights in Dreams and in Reality,Oleg Yankovskiy,0
The Red Baron,Matthias Schweighöfer,0.0022355
My Friend Ivan Lapshin,Andrei Boltnev,0
Success,Leonid Filatov,0
Mirror for a Hero,Sergey Koltakov,0
Two Ninas,Amanda Peet,0
Comedy of the Strict Regime,Viktor Sukhorukov,0
El Bonaerense,Jorge Román,0
Witchcraft,Lon Chaney Jr.,0
Intergirl,Elena Yakovleva,0
Limite,Olga Breno,0
Letter Never Sent,Tatyana Samoylova,0
Dreams of a Life,Zawe Ashton,0
Cloud Atlas,Tom Hanks,1.2792438039215686
Ice Age: Dawn of the Dinosaurs,Ray Romano,9.852075744444445
This Is Not a Film,Jafar Panahi,0
An Affair to Remember,Cary Grant,0
Privates on Parade,John Cleese,0
La luna,Krista Sheffler,0
Iran Is Not the Problem,Antonia Juhasz,0.0
Somersault in a Coffin,Ahmet Ugurlu,0
What the #$*! Do We (K)now!?,Marlee Matlin,0
Happy End,Ann Petrén,0
The Hound of the Baskervilles,Ian Richardson,0
Cast Away,Tom Hanks,4.773690466666666
Some Voices,Daniel Craig,0
The Chateau Meroux,Marla Sokoloff,0.0
Zombie Girl: The Movie,Megan Hagins,0
Middle of Nowhere,David Oyelowo,0
Shut Up and Play the Hits,James Murphy,0
Kit Kittredge: An American Girl,Abigail Breslin,0
A Paralyzing Fear: The Story of Polio in America,,0
Calendar,Arsinée Khanjian,0
Barren Lives,Átila Iório,0
Hellgate,Ron Palillo,0
You Are My Only Love,Aleksandr Zbruev,0
Fluke,Andor Lukáts,0
Superbad,Jonah Hill,6.0731613
Pigskin Parade,Stuart Erwin,0
The Chaos Class,Kemal Sunal,0
Manitou's Shoe,Michael Herbig,0
Paradise Lost 3: Purgatory,Jason Baldwin,0
The Man with a Cloak,Joseph Cotten,0
Betrayed,Clark Gable,0
Moonrise Kingdom,Bruce Willis,4.266447875
Payment on Demand,Bette Davis,0
Robin Hood: Prince of Thieves,Kevin Costner,8.13528975
"Hard, Fast and Beautiful",Claire Trevor,0
Glasblåsarns barn,Pernilla August,0
The Garden of Eden,Jack Huston,0
I Can Get it For You Wholesale,Susan Hayward,0
The Words,Bradley Cooper,2.2052435
Videodrome,James Woods,0.35625655241935483
The Viral Factor,Jay Chou,0
Guter Junge,Klaus J. Behrendt,0
Angie,Geena Davis,0
Fake,Robert Loggia,0
What Happened Was...,Karen Sillas,0
Lonesome Cowboys,Joe Dallesandro,0
The Great Magician,Tony Leung Chiu-Wai,0.0
The Deadly Tower,Kurt Russell,0
Beyond Therapy,Julie Hagerty,0
The Theatre Bizarre,Udo Kier,0
The Broken Tower,James Franco,0
Offroad,Nora Tschirner,0
Transformers: Revenge of the Fallen,Shia LaBeouf,5.575314853333333
Bombay Beach,Benny Parrish,0
Angel Dog,Richard Dillard,0.0
"After Fall, Winter",Heather Aitken,0
The Boondock Saints,Willem Dafoe,0.0050785
Broom-Stick Bunny,Mel Blanc,0
Devil May Hare,Mel Blanc,0
You Are My Pet,Kim Ha-neul,0
Life and Nothing More...,Farhad Kheradmand,0
Feed the Kitty,Mel Blanc,0
On the Road,Garrett Hedlund,0.35137272
Letters of a Novice,Pascale Petit,0
Her Fatal Flaw,Victoria Pratt,0
Crime on a Summer Morning,Jean-Paul Belmondo,0
American Graffiti,Richard Dreyfuss,180.18018018018017
Presumed Guilty,Philippe Torreton,0.0
The Gong Show Movie,Chuck Barris,0
Internes Can't Take Money,Barbara Stanwyck,0
Madam Satan,Kay Johnson,0
Today You Die,Steven Seagal,0
In the Darkness of the Night,Beatriz Batarda,0
Red Sun,Uschi Obermaier,0
Charley-One-Eye,Richard Roundtree,0
The Child,Laurel Barnett,0
B.F.'s Daughter,Barbara Stanwyck,0
The Night That Panicked America,Vic Morrow,0
Windows,Talia Shire,0
How High,Method Man,2.59628625
October Baby,Rachel Hendrix ,0
Ivan Tsarevich & the Grey Wolf,Nikita Efremov,0
Female,Ruth Chatterton,0
As Cool as I Am,Sarah Bolger,0
The Avenging Eagle,Ti Lung,0
¡Three Amigos!,Chevy Chase,0.0
Super Shark,John Schneider,0
Businessman,Mahesh Babu,0
LUV,Common,0
Sand Sharks,Corin Nemec,0
Uprise,Isabel Abreu,0
You're Next,Sharni Vinson,0
Duel,Dennis Weaver,0.0
"Definitely, Maybe",Ryan Reynolds,0
Livid,Chloé Coulloud,0.0
Na Tum Jaano Na Hum,Saif Ali Khan,17.428571428571427
Vaah! Life Ho Toh Aisi!,Sanjay Dutt,0
Underwater Love,Sawa Masaki,0
66 Scenes from America,Kim Larsen,0
When Night Is Falling,Pascale Bussières,0
New Scenes from America,Henree Alyse,0
My Neighbor Totoro,Noriko Hidaka,0
The Gods Must Be Crazy,N!xau,12.0
Sketches of Kaitan City,Mitsuki Tanimura,0
Rapture,Melvyn Douglas,0
The Thirteenth Year,Chez Starbuck,0
The Hitcher,Sean Bean,2.5399945
The Trial of Billy Jack,Tom Laughlin,0.0
In Old Arizona,Warner Baxter,0
My Sex Life... or How I Got Into an Argument,Mathieu Amalric,0
The Angry Silence,Richard Attenborough,0
Close Encounters of the Third Kind,Richard Dreyfuss,15.18943175
Forest of Bliss,,0
Of Freaks and Men,Sergei Makovetsky,0
The Invisible Frame,Tilda Swinton,0
The Portuguese Nun,Leonor Baldaque,0
The Adopted Son,Mirlan Abdykalykov,0
The Gleaners and I: Two Years Later,,0
Warsaw Bridge,,0
Prince and the Evening Star,Libuše Šafránková,0
Boulevard,Jean-Pierre Léaud,0
Night at the Crossroads,Pierre Renoir,0
Fanny,Leslie Caron,0
Un'estate al mare,Lino Banfi,0
From Hell It Came,Tod Andrews,0
Cruel Jaws,David Luther,0
Darktown Strutters,Trina Parks,0
Bonnie and Clyde Italian Style,Paolo Villaggio,0
Night Game,Roy Scheider,0
A Time to Love and a Time to Die,John Gavin,0
Day of the Dead,Lori Cardille,9.714285714285714
Wilson,Charles Coburn,0.667779632721202
The Pied Piper,Monty Woolley,0
One Foot in Heaven,Fredric March,0
Blossoms in the Dust,Greer Garson,0
"Maradona, the Hand of God",Marco Leonardi,0
A Man Apart,Vin Diesel,1.2319701666666667
The Citadel,Robert Donat,0
Railways,Kiichi Nakai,0
One Night of Love,Grace Moore,0
Here Comes the Navy,James Cagney,0
Dune,Kyle MacLachlan,0.77314225
The Wild Blue Yonder,Brad Dourif,0
Flirtation Walk,Dick Powell,0
Shriek of the Mutilated,Alan Brock,0
Frenemies,Bella Thorne,0
Captains of the Sands,Jean Luís Amorim,0.0
Alabama's Ghost,Christopher Brooks,0
Private's Progress,Ian Carmichael,0
You Are the Apple of My Eye,Kai Ko,0
"Namu, the Killer Whale",Robert Lansing,0
"Grandview, U.S.A.",Jamie Lee Curtis,0
Goodbye Again,Ingrid Bergman,0
Event Horizon,Laurence Fishburne,0.4445540333333333
Interview,Sienna Miller,0
Dangerous Men,Anneli Aeristos,0
Gunhed,Masahiro Takashima,0
Dollman vs. Demonic Toys,Tim Thomerson,0
Donald Glover: Weirdo,Donald Glover,0
The Conformist,Jean-Louis Trintignant,0.0
2 Days in New York,Julie Delpy,0.206724
28 Hotel Rooms,Chris Messina,0
About The Pink Sky,Ai Ikeda,0
Ai Weiwei: Never Sorry,Ai Weiwei,0
Jud Süß,Ferdinand Marian,0
Five Broken Cameras,Emad Burnat,0
About Face: Supermodels Then and Now,Christie Brinkley,0
The Ambassador,Mads Brügger,0
The Atomic States Of America,,0
Bachelorette,Kirsten Dunst,3.9826513333333335
Beasts of the Southern Wild,Quvenzhané Wallis,11.726525555555556
Bestiary,,0
Big Boys Gone Bananas!*,,0
Black Rock,Kate Bosworth,0
Bones Brigade: An Autobiography,Tony Alva,0.0
Kolberg,Heinrich George,0
California Solo,Robert Carlyle,0
Celeste & Jesse Forever,Rashida Jones,0
Chasing Ice,James Balog,0
China Heavyweight,,0
The Comedy,Tim Heidecker,0
Compliance,Ann Dowd,0
Detropia,,0
The End of Love,Mark Webber,0
Escape Fire: The Fight to Rescue American Healthcare,,0
Ethel,,0
Excision,AnnaLynne McCord,0
Father’s Chair,Wagner Moura,0
A Fierce Green Fire,Meryl Streep,0
Filly Brown,Resmine Atis,0
A Place at the Table,Jeff Bridges,0
A Place at the Table,Jeff Bridges,0
A Place at the Table,Jeff Bridges,0
A Place at the Table,Jeff Bridges,0
The First Time,Dylan O'Brien,0
The Assassination of Richard Nixon,Sean Penn,0
...And God Created Woman,Brigitte Bardot,0
